nume,nume_en,slug,subtitlu,descriere,oras,judet,tip,adresa,latitudine,longitudine,meta_title,meta_description,cuvinte_cheie,imagine_principala,galerie_foto,imagine_credit,cod_lmi
"Casa Negustorilor din Brașov",,casa-negustorilor-din-brasov-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 14",45.641692,25.589422,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/RO_BV_Casa_Negustorilor.jpg/1280px-RO_BV_Casa_Negustorilor.jpg,,"{""author"":""Nicu Farcaș"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Casa_Negustorilor.jpg""}",BV-II-m-A-11573
"Palatul Friedrich Czell din Brașov",,palatul-friedrich-czell-din-brasov-brasov,,"palat din Piața Sfatului, Brașov",Brașov,Brașov,cladire-istorica,"Piața Sfatului 26",45.64258,25.58838,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/Bra%C8%99ov_-_Palatul_Friedrich_Czell_din_Pia%C8%9Ba_Sfatului_%282023%29_-_IMG_04.jpg/1280px-Bra%C8%99ov_-_Palatul_Friedrich_Czell_din_Pia%C8%9Ba_Sfatului_%282023%29_-_IMG_04.jpg,,"{""author"":""Chainwit."",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Brașov_-_Palatul_Friedrich_Czell_din_Piața_Sfatului_(2023)_-_IMG_04.jpg""}",BV-II-m-B-20906
"Casa Bălașa Brâncoveanu, Str. Brâncoveanu Constantin 12",,casa-balasa-brancoveanu-str-brancoveanu-constantin-12-brasov,,,Brașov,Brașov,cladire-istorica,"Str. Brâncoveanu Constantin 12",45.638974,25.582236,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/RO_BV_Str._Brancoveanu_nr._12.jpg/1280px-RO_BV_Str._Brancoveanu_nr._12.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Str._Brancoveanu_nr._12.jpg""}",BV-II-m-A-11371
"Fosta reședință de vară a familiei Brukenthal, azi locuință",,fosta-resedinta-de-vara-a-familiei-brukenthal-azi-locuinta-brasov,,,Brașov,Brașov,cladire-istorica,"Str. Brâncoveanu Constantin 23",45.638321,25.581253,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/RO_BV_Bra%C8%99ov_str._Ct._Br%C3%A2ncoveanu_nr._23_1.JPG/1280px-RO_BV_Bra%C8%99ov_str._Ct._Br%C3%A2ncoveanu_nr._23_1.JPG,,"{""author"":""Firilacroco"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Brașov_str._Ct._Brâncoveanu_nr._23_1.JPG""}",BV-II-m-A-11373
"Fost atelier de tâmplărie și depozit de marfă",,fost-atelier-de-tamplarie-si-depozit-de-marfa-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Enescu 11 bis",45.643183,25.590775,,,,,,,BV-II-m-A-11400
"Fosta Casă de Pensii, azi Rectoratul Universității",,fosta-casa-de-pensii-azi-rectoratul-universitatii-brasov,,,Brașov,Brașov,cladire-istorica,"Bd. Eroilor 29",45.645274,25.589072,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/Cladire_Rectorat_mai_2020.jpg/1280px-Cladire_Rectorat_mai_2020.jpg,,"{""author"":""Lucius 1978"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Cladire_Rectorat_mai_2020.jpg""}",BV-II-m-A-11402
"Vila Baiulescu din Brașov",,vila-baiulescu-din-brasov-brasov,,"secție a Bibliotecii Județene Brașov",Brașov,Brașov,cladire-istorica,"Bd. Eroilor 33",45.645516167708,25.587933892176,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Casa_Baiulescu_-_panoramio.jpg/1280px-Casa_Baiulescu_-_panoramio.jpg,,"{""author"":""Mister No"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Baiulescu_-_panoramio.jpg""}",BV-II-m-B-11403
"Casa Wallbaum, Piața Sfatului 5",,casa-wallbaum-piata-sfatului-5-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 5",45.643,25.591,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Casa_Wallbaum.JPG/1280px-Casa_Wallbaum.JPG,,"{""author"":""Strainu"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Wallbaum.JPG""}",BV-II-m-B-11564
"Casa Fabritius, Piața Sfatului 6",,casa-fabritius-piata-sfatului-6-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 6",45.6431,25.5912,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/Casa_Fabritius.JPG/1280px-Casa_Fabritius.JPG,,"{""author"":""Strainu"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Fabritius.JPG""}",BV-II-m-B-11565
"Casa Mandl, Piața Sfatului 7",,casa-mandl-piata-sfatului-7-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 7",45.6427,25.5904,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Casa_12345678.jpg/1280px-Casa_12345678.jpg,,"{""author"":""Stefypetre"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_12345678.jpg""}",BV-II-m-B-11566
"Casă, Piața Sfatului 21",,casa-piata-sfatului-21-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 21",45.6419,25.5884,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Casa_monument_istoric_%28Piata_Sfatului_21%29.jpg,,"{""author"":""Rotaru Florin, uploaded by Utilizator:Rotaru Florin at ro.wikipedia"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_monument_istoric_(Piata_Sfatului_21).jpg""}",BV-II-m-B-11578
"Casă, Piața Sfatului 22",,casa-piata-sfatului-22-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 22",45.6419,25.5885,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Piata_Sfatului_nr_22.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Piata_Sfatului_nr_22.jpg""}",BV-II-m-B-11579
"Casă, Piața Sfatului 24",,casa-piata-sfatului-24-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Sfatului 24",45.6422,25.5886,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Piata_Sfatului_nr_24.jpg/1280px-Piata_Sfatului_nr_24.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Piata_Sfatului_nr_24.jpg""}",BV-II-m-B-11581
"Complexul Sportiv Olimpia",,complexul-sportiv-olimpia-brasov,,,Brașov,Brașov,cladire-istorica,"str. G. Coșbuc nr. 2",45.637286,25.588715,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Olimpia_Brasov1.JPG,,"{""author"":""L.Kenzel"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Olimpia_Brasov1.JPG""}",BV-II-m-B-21054
"Zid de incintă, Piața Unirii 2",,zid-de-incinta-piata-unirii-2-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Unirii 2",45.635695,25.580553,,,,,,,BV-II-m-A-11589.04
"Cetățuia de pe Strajă, Str. Dealul Cetății",,cetatuia-de-pe-straja-str-dealul-cetatii-brasov,,"monument istoric din Brașov, România",Brașov,Brașov,castel-palat,"Str. Dealul Cetății",45.6493,25.5919,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/Cet%C4%83%C8%9Buia_Brasov%2C_vazuta_de_pe_DEalul_Melcilor.jpg/1280px-Cet%C4%83%C8%9Buia_Brasov%2C_vazuta_de_pe_DEalul_Melcilor.jpg,,"{""author"":""Mihai Raducanu"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Cetățuia_Brasov,_vazuta_de_pe_DEalul_Melcilor.jpg""}",BV-II-a-A-11393
"Capela fostului cimitir catolic",,capela-fostului-cimitir-catolic-brasov,,"cartier Blumăna, Brașov",Brașov,Brașov,biserica-manastire,"Bd. Eroilor 2",45.6459,25.59763,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/RO_BV_Blumana_Catholic_chapel_2.jpg/1280px-RO_BV_Blumana_Catholic_chapel_2.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Blumana_Catholic_chapel_2.jpg""}",BV-II-m-B-11299
Brașovechi,,brasovechi-brasov,,"cartier vechi din municipiul Brașov",Brașov,Brașov,piata-centru-vechi,,45.655,25.584722222222,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/RO_BV_Strada_Lung%C4%83.jpg/1280px-RO_BV_Strada_Lung%C4%83.jpg,,"{""author"":""Nicu Farcaș"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Strada_Lungă.jpg""}",BV-II-a-B-11298
"Centrul istoric al Brașovului (Cetatea)",,centrul-istoric-al-brasovului-cetatea-brasov,,"cartier din Brașov, declarat monument istoric de valoare națională/internațională",Brașov,Brașov,piata-centru-vechi,,45.642655,25.591019,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/Piata_Sfatului_vazuta_de_pe_Tampa.jpg/1280px-Piata_Sfatului_vazuta_de_pe_Tampa.jpg,,"{""author"":""Korinna"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Piata_Sfatului_vazuta_de_pe_Tampa.jpg""}",BV-II-s-A-11295
"Șcheii Brașovului",,scheii-brasovului-brasov,,"cartier din Brașov",Brașov,Brașov,piata-centru-vechi,,45.63583,25.58,,,,https://upload.wikimedia.org/wikipedia/commons/8/86/Petocile_Brasov.JPG,,"{""author"":""Ágoston Berecz"",""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/"",""source"":""https://commons.wikimedia.org/wiki/File:Petocile_Brasov.JPG""}",BV-II-s-B-11296
Blumăna,,blumana-brasov,,,Brașov,Brașov,piata-centru-vechi,,45.645,25.601,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/BV_Blumana_2.jpg/1280px-BV_Blumana_2.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:BV_Blumana_2.jpg""}",BV-II-a-B-11297
"Mausoleul Eroilor din 1918",,mausoleul-eroilor-din-1918-brasov,,,Brașov,Brașov,monument,"Str. Saftu Vasile, dr. 57",45.63114,25.576335,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Sf_Treime_Brasov_Heroes_Mausoleum_1.jpg/1280px-Sf_Treime_Brasov_Heroes_Mausoleum_1.jpg,,"{""author"":""Alex:D"",""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/"",""source"":""https://commons.wikimedia.org/wiki/File:Sf_Treime_Brasov_Heroes_Mausoleum_1.jpg""}",BV-IV-m-B-11557.04
"Piața Unirii din Braşov, Piața Unirii, nr. 1-22",,piata-unirii-din-brasov-piata-unirii-nr-1-22-rasnov,,,Râșnov,Brașov,piata-centru-vechi,"Piața Unirii, nr. 1-22",45.635959,25.580152,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Brasov%2C_piazza_unirii_02.JPG/1280px-Brasov%2C_piazza_unirii_02.JPG,,"{""author"":""sailko"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Brasov,_piazza_unirii_02.JPG""}",BV-II-a-B-11760
"Statuia lui Johannes Honterus",,statuia-lui-johannes-honterus-brasov,,"sit de patrimoniu în județul Brașov, România",Brașov,Brașov,monument,,45.64077,25.58778,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/Johannes_Honterus_-_Denkmal_in_Kronstadt.JPG/1280px-Johannes_Honterus_-_Denkmal_in_Kronstadt.JPG,,"{""author"":""Pudelek (Marcin Szala) - photoHarro Magnussen (1861-1908) - statue"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Johannes_Honterus_-_Denkmal_in_Kronstadt.JPG""}",BV-III-m-B-11857
"Centrul Cultural „Reduta” din Brașov",,centrul-cultural-reduta-din-brasov-brasov,,"clădire din Brașov",Brașov,Brașov,cladire-istorica,"Str. Hirscher Apollonia 8",45.6409328,25.589519,,,,https://upload.wikimedia.org/wikipedia/commons/3/3f/RedutaBV.jpg,,"{""author"":""Alex:D"",""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/"",""source"":""https://commons.wikimedia.org/wiki/File:RedutaBV.jpg""}",BV-II-m-B-11410
"Incinta bastionară, Str. Dealul Cetății",,incinta-bastionara-str-dealul-cetatii-brasov,,,Brașov,Brașov,cladire-istorica,"Str. Dealul Cetății",45.649275,25.591767,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/Cet%C4%83%C5%A3uia_Bra%C5%9Fov_-_panoramio.jpg/1280px-Cet%C4%83%C5%A3uia_Bra%C5%9Fov_-_panoramio.jpg,,"{""author"":""Andrei Dan Suciu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Cetăţuia_Braşov_-_panoramio.jpg""}",BV-II-m-A-11393.01
"Fosta casă parohială, azi sediu al F.D.G.R.",,fosta-casa-parohiala-azi-sediu-al-f-d-g-r-brasov,,,Brașov,Brașov,cladire-istorica,"Str. Baiulescu 2",45.638438,25.585512,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/RO_BV_Bra%C8%99ov_Fosta_cas%C4%83_parohial%C4%83%2C_azi_sediu_al_F.D.G.R._2.JPG/1280px-RO_BV_Bra%C8%99ov_Fosta_cas%C4%83_parohial%C4%83%2C_azi_sediu_al_F.D.G.R._2.JPG,,"{""author"":""Firilacroco"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Brașov_Fosta_casă_parohială,_azi_sediu_al_F.D.G.R._2.JPG""}",BV-II-m-A-11530.02
"Chilii, Piața Unirii 2",,chilii-piata-unirii-2-brasov,,,Brașov,Brașov,cladire-istorica,"Piața Unirii 2",45.635767,25.581194,,,,,,,BV-II-m-A-11589.03
"Palatul Știrbei din Brașov",,palatul-stirbei-din-brasov-brasov,,,Brașov,Brașov,castel-palat,"Str. Crișan 5",45.6495,25.57875,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/PalatulStirbeiBrasov.jpg/1280px-PalatulStirbeiBrasov.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:PalatulStirbeiBrasov.jpg""}",BV-II-a-A-11389
"Casă, cu fosta capelă grecească",,casa-cu-fosta-capela-greceasca-brasov,,,Brașov,Brașov,cladire-istorica,"Str. Brâncoveanu Constantin 10",45.639058,25.582476,,,,,,,BV-II-m-A-11370
"Incinta fortificată, cu turnuri, acces fortificat, și încăperi pentru provizii, anexe",,incinta-fortificata-cu-turnuri-acces-fortificat-si-incaperi-pentru-provizii-anexe-harman,,,Hărman,Brașov,cladire-istorica,"Str. Pieții 2",45.718285,25.680027,,,,,,,BV-II-m-A-11715.03
"Troița Căpitanului Ilie Birt din Brașov",,troita-capitanului-ilie-birt-din-brasov-brasov,,,Brașov,Brașov,monument,"Piața Unirii",45.63599,25.579772,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/RO_BV_Bra%C8%99ov_Troi%C8%9Ba_c%C4%83pitanului_Ilie_Birt%2C_Pia%C8%9Ba_Unirii_3.JPG/1280px-RO_BV_Bra%C8%99ov_Troi%C8%9Ba_c%C4%83pitanului_Ilie_Birt%2C_Pia%C8%9Ba_Unirii_3.JPG,,"{""author"":""Firilacroco"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Brașov_Troița_căpitanului_Ilie_Birt,_Piața_Unirii_3.JPG""}",BV-IV-m-A-11903
"Biserica fortificată din Hărman",,biserica-fortificata-din-harman-harman,,,Hărman,Brașov,biserica-manastire,"Str. Pieții 2",45.715544,25.684978,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/HonigbergKirchenburg1.jpg/1280px-HonigbergKirchenburg1.jpg,,"{""author"":""Oswald Engelhardt"",""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/"",""source"":""https://commons.wikimedia.org/wiki/File:HonigbergKirchenburg1.jpg""}",BV-II-a-A-11715
"Fortificațiile Brașovului",,fortificatiile-brasovului-brasov,,,Brașov,Brașov,castel-palat,,45.642,25.59,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/BVModel_Overview1.jpg/1280px-BVModel_Overview1.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:BVModel_Overview1.jpg""}",BV-II-a-A-11294
"Biserica Evanghelică din Blumăna",,biserica-evanghelica-din-blumana-brasov,,,Brașov,Brașov,biserica-manastire,"Str. Doctor Ion Cantacuzino nr.2-4",45.6498,25.6006,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/RO_BV_Blumana_Saxon_Church_1.jpg/1280px-RO_BV_Blumana_Saxon_Church_1.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Blumana_Saxon_Church_1.jpg""}",BV-II-a-B-11340
"Biserica evanghelică maghiară Blumăna",,biserica-evanghelica-maghiara-blumana-brasov,,,Brașov,Brașov,biserica-manastire,"Str. Maniu Iuliu 2",45.646,25.5966,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/RO_BV_Hungarian_Lutheran_Church_2.jpg/1280px-RO_BV_Hungarian_Lutheran_Church_2.jpg,,"{""author"":""Whitepixels"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BV_Hungarian_Lutheran_Church_2.jpg""}",BV-II-m-B-11462
"latura nord-vestică a cetății Brașov",,latura-nord-vestica-a-cetatii-brasov-brasov,,,Brașov,Brașov,piata-centru-vechi,,45.642534,25.587245,,,,,,,BV-II-m-A-11294.02
"Poarta Ecaterinei din Brașov",,poarta-ecaterinei-din-brasov-brasov,,"Monument istoric din Brașov",Brașov,Brașov,cladire-istorica,"Str. Şirul Beethowen, Brașov",45.6395,25.5861,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Brasov%2C_porta_ecaterineu_01.JPG/1280px-Brasov%2C_porta_ecaterineu_01.JPG,,"{""author"":""sailko"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Brasov,_porta_ecaterineu_01.JPG""}",BV-II-m-A-11294.01
"Palatul Poștelor din Brașov",,palatul-postelor-din-brasov-brasov,,"monument istoric din Brașov, România",Brașov,Brașov,cladire-istorica,"Str. Nicolae Iorga nr.1",45.6456,25.5955,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Po%C8%99ta_Bra%C8%99ov_-_panoramio.jpg/1280px-Po%C8%99ta_Bra%C8%99ov_-_panoramio.jpg,,"{""author"":""Andrei Dan Suciu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Poșta_Brașov_-_panoramio.jpg""}",BV-II-m-B-11422
"Catedrala Mitropolitană din Iași",,catedrala-mitropolitana-din-iasi-iasi,,,Iași,Iași,biserica-manastire,"Bd. Ștefan cel Mare și Sfânt 16",47.16149,27.5821,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/Catedrala_%E2%80%9ESf._Gheorghe%E2%80%9D_%C8%99i_%E2%80%9E%C3%8Ent%C3%A2mpinarea_Domnului%E2%80%9D_%282%29.jpg/1280px-Catedrala_%E2%80%9ESf._Gheorghe%E2%80%9D_%C8%99i_%E2%80%9E%C3%8Ent%C3%A2mpinarea_Domnului%E2%80%9D_%282%29.jpg,,"{""author"":""Manole Alexandru"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Catedrala_„Sf._Gheorghe”_și_„Întâmpinarea_Domnului”_(2).jpg""}",IS-II-m-A-04069.01
"Casa Veronica Micle, Str. Asachi Gheorghe 14",,casa-veronica-micle-str-asachi-gheorghe-14-iasi,,,Iași,Iași,cladire-istorica,"Str. Asachi Gheorghe 14",47.176335,27.573138,,,,,,,IS-II-m-B-03714
"Casa Petrovanu, Str. Asachi Gheorghe 17",,casa-petrovanu-str-asachi-gheorghe-17-iasi,,,Iași,Iași,cladire-istorica,"Str. Asachi Gheorghe 17",47.175891,27.572113,,,,,,,IS-II-m-B-03715
"Casă, Str. Bârsescu Agatha 16",,casa-str-barsescu-agatha-16-iasi,,,Iași,Iași,cladire-istorica,"Str. Bârsescu Agatha 16",47.1624069214,27.585226059,,,,,,,IS-II-m-B-03734
"Casa scriitorului Octav Botez",,casa-scriitorului-octav-botez-iasi,,,Iași,Iași,cladire-istorica,"Str. Botez Octav 1",47.171077,27.584258,,,,,,,IS-II-m-B-03747
"Casa Corsescu, Str. Botez Octav 5",,casa-corsescu-str-botez-octav-5-iasi,,,Iași,Iași,cladire-istorica,"Str. Botez Octav 5",47.171577,27.584121,,,,,,,IS-II-m-B-03751
"Casă - sediul S.C. Moldoconstruct (fostă bancă)",,casa-sediul-s-c-moldoconstruct-fosta-banca-iasi,,,Iași,Iași,cladire-istorica,"Str. Brătianu I.C. 20-22",47.164275,27.584502,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Cas%C4%83_-_sediul_S.C._Moldoconstruct_%28fost%C4%83_banc%C4%83%29%282%29.JPG/1280px-Cas%C4%83_-_sediul_S.C._Moldoconstruct_%28fost%C4%83_banc%C4%83%29%282%29.JPG,,"{""author"":""ElenaCozma"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casă_-_sediul_S.C._Moldoconstruct_(fostă_bancă)(2).JPG""}",IS-II-m-B-03755
